year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2024,31,27-07-2024,29-07-2024,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Maharashtra,Solapur,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,31,20-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,7,0,"cases in absolute number, deaths in absolute number",
2024,31,19-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2024,31,13-07-2024,,Maharashtra,Pune,Zika Virus,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2024,31,23-07-2024,,Manipur,Kakching,Acute Diarrheal Disease,Reported Late,0,0,"cases in absolute number, deaths in absolute number",
2024,31,25-07-2024,,Meghalaya,West Jaintia Hills,Measles,Reported Late,13,1,"cases in absolute number, deaths in absolute number",
2024,31,19-07-2024,,Meghalaya,Eastern West Khasi Hills,Measles,Reported Late,21,0,"cases in absolute number, deaths in absolute number",
2024,31,11-07-2024,,Meghalaya,West Khasi Hills,Human Rabies,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Mizoram,Aizawl,Mumps,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,31,03-08-2024,03-08-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,02-08-2024,Odisha,Kandhamal,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,31-07-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,02-08-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,01-08-2024,Odisha,Ganjam,Cholera,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Odisha,Koraput,Shigellosis,Reported in Same Week,23,2,"cases in absolute number, deaths in absolute number",
2024,31,26-07-2024,31-07-2024,Punjab,Kapurthala,Cholera,Reported in Same Week,213,1,"cases in absolute number, deaths in absolute number",
2024,31,26-06-2024,,Punjab,Kapurthala,Cholera,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,29-07-2024,Rajasthan,Baran,Acute Diarrheal Disease,Reported in Same Week,152,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,02-08-2024,Tamil Nadu,Tiruvannamalai,Mumps,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,31,01-08-2024,03-08-2024,Tamil Nadu,Tuticorin,Mumps,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Tamil Nadu,Salem,Mumps,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,31,29-07-2024,30-07-2024,Tamil Nadu,Tiruchirappalli,Hepatitis A,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,31,02-08-2024,03-08-2024,Uttar Pradesh,Sonbhadra,Acute Diarrheal Disease,Reported in Same Week,15,1,"cases in absolute number, deaths in absolute number",
2024,31,31-07-2024,01-08-2024,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,30-07-2024,31-07-2024,Uttar Pradesh,Fatehpur,Acute Diarrheal Disease,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,03-08-2024,Uttar Pradesh,Meerut,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,30-07-2024,Uttar Pradesh,Kaushambi,Acute Diarrheal Disease,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,31,28-07-2024,29-07-2024,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,30-07-2024,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,20,1,"cases in absolute number, deaths in absolute number",
2024,31,27-07-2024,29-07-2024,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,31,20-07-2024,,West Bengal,Purulia,Malaria,Reported Late,24,0,"cases in absolute number, deaths in absolute number",
2024,30,18-07-2024,22-07-2024,Andhra Pradesh,Bapatla,Typhoid,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2024,30,12-07-2024,24-07-2024,Andhra Pradesh,Tirupati,Cholera,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,30,20-06-2024,,Andhra Pradesh,NTR,Cholera,Reported Late,164,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,28-07-2024,Assam,Kokrajhar,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Assam,Kokrajhar,Leptospirosis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,25-07-2024,Assam,Bongaigaon,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,22-07-2024,Assam,Karbi Anglong,Acute Encephalitic Syndrome,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,24-07-2024,Assam,Goalpara,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,17-07-2024,22-07-2024,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,11-07-2024,24-07-2024,Assam,Darrang,Japanese Encephalitis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Bihar,Bhojpur,Measles,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,27-07-2024,Bihar,Gopalganj,Measles,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Bihar,Purbi Champaran,Measles,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,22-07-2024,Bihar,Gaya,Acute Diarrheal Disease,Reported in Same Week,56,2,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,22-07-2024,Bihar,Jehanabad,Acute Diarrheal Disease,Reported in Same Week,25,1,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Chhattisgarh,Sarangarh Bilaigarh,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Chhattisgarh,Bijapur,Rubella,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,25-07-2024,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Chhattisgarh,Baloda Bazar,Acute Gastroenteritis,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Chhattisgarh,Surguja,Malaria,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,25-07-2024,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,84,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,26-07-2024,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,130,0,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,24-07-2024,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Chhattisgarh,Korba,Malaria,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Chhattisgarh,Korba,Malaria,Reported in Same Week,67,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Chhattisgarh,Korba,Malaria,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,30,24-06-2024,,Chhattisgarh,Surguja,Food Poisoning,Reported Late,7,1,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,27-07-2024,Gujarat,Valsad,Acute Diarrheal Disease,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Gujarat,Tapi,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,08-07-2024,27-07-2024,Himachal Pradesh,Sirmaur,Dengue,Reported in Same Week,156,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,27-07-2024,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Jammu and Kashmir,Pulwama,Food Poisoning,Reported in Same Week,208,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Jammu and Kashmir,Bandipora,Chickenpox,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,22-07-2024,Jammu and Kashmir,Kulgam,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,22-07-2024,Jammu and Kashmir,Ganderbal,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Jharkhand,East Singhbhum,Malaria,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Jharkhand,West Singhbhum,Food Poisoning,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Jharkhand,Deoghar,Food Poisoning,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Jharkhand,Garhwa,Acute Diarrheal Disease,Reported in Same Week,72,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Jharkhand,Dumka,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,14-07-2024,24-07-2024,Jharkhand,Sahebganj,Acute Diarrheal Disease,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Karnataka,Yadgir,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,28-07-2024,Kerala,Wayanad,Acute Gastroenteritis,Reported in Same Week,223,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Kerala,Malappuram,Hepatitis A,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Kerala,Wayanad,Mumps,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Kerala,Wayanad,Mumps,Reported in Same Week,117,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Kerala,Ernakulam,ARI Influenza Like Illness(ILI),Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,24-07-2024,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,22-07-2024,Kerala,Malappuram,Nipah Virus,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,25-07-2024,Kerala,Idukki,Mumps,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,30,23-06-2024,,Kerala,Kannur,Malaria,Reported Late,3,0,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,28-07-2024,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,27-07-2024,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,27-07-2024,Madhya Pradesh,Mandsaur,Dengue,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,27-07-2024,27-07-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Madhya Pradesh,Barwani,Cholera,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Madhya Pradesh,Raisen,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Madhya Pradesh,Sehore,Malaria,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Madhya Pradesh,Sehore,Dengue,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Madhya Pradesh,Vidisha,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Madhya Pradesh,Balaghat,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Madhya Pradesh,Mandla,Cholera,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Madhya Pradesh,Narsinghpur,Dengue,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Madhya Pradesh,Narsinghpur,Dengue,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,66,1,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Madhya Pradesh,Gwalior,Only Fever less than 7 days,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,25-07-2024,Madhya Pradesh,Umaria,Acute Diarrheal Disease,Reported in Same Week,14,3,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Madhya Pradesh,Dewas,Acute Diarrheal Disease,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Madhya Pradesh,Dhar,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Madhya Pradesh,Katni,Acute Diarrheal Disease,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Madhya Pradesh,Katni,Acute Diarrheal Disease,Reported in Same Week,24,3,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,23-07-2024,Madhya Pradesh,Bhopal,Acute Diarrheal Disease,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,22-07-2024,Madhya Pradesh,Barwani,Food Poisoning,Reported in Same Week,52,0,"cases in absolute number, deaths in absolute number",
2024,30,18-07-2024,22-07-2024,Madhya Pradesh,Dindori,Acute Diarrheal Disease,Reported in Same Week,75,0,"cases in absolute number, deaths in absolute number",
2024,30,11-07-2024,22-07-2024,Madhya Pradesh,Dindori,Acute Diarrheal Disease,Reported in Same Week,71,0,"cases in absolute number, deaths in absolute number",
2024,30,24-06-2024,,Madhya Pradesh,Satna,Cholera,Reported Late,31,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Maharashtra,Gadchiroli,Malaria,Reported in Same Week,6,1,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Maharashtra,Gadchiroli,Malaria,Reported in Same Week,2,1,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Maharashtra,Ahmednagar,Cholera,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,26-07-2024,Maharashtra,Jalgaon,Cholera,Reported in Same Week,13,3,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,25-07-2024,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,22-07-2024,Maharashtra,Gadchiroli,Malaria,Reported in Same Week,4,1,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,22-07-2024,Maharashtra,Yavatmal,Cholera,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,16-07-2024,23-07-2024,Maharashtra,Nashik,Acute Diarrheal Disease,Reported in Same Week,79,0,"cases in absolute number, deaths in absolute number",
2024,30,14-07-2024,23-07-2024,Maharashtra,Nashik,Dengue,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2024,30,08-07-2024,23-07-2024,Maharashtra,Nashik,Dengue,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,25-07-2024,Meghalaya,East Khasi Hills,Measles,Reported in Same Week,94,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Nagaland,Dimapur,Japanese Encephalitis,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,28-07-2024,28-07-2024,Odisha,Bargarh,Food Poisoning,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,28-07-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,28-07-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,25-07-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Odisha,Cuttack,Acute Diarrheal Disease,Reported in Same Week,43,0,"cases in absolute number, deaths in absolute number",
2024,30,24-07-2024,24-07-2024,Odisha,Mayurbhanj,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Odisha,Jharsuguda,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,26-07-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Odisha,Kandhamal,Chickenpox,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,22-07-2024,Odisha,Jajpur,Food Poisoning,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,25-07-2024,Odisha,Ganjam,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,30,16-07-2024,22-07-2024,Odisha,Ganjam,Measles,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,30,15-07-2024,22-07-2024,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,Punjab,S.A.S Nagar,Acute Diarrheal Disease,Reported in Same Week,125,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,26-07-2024,Punjab,Patiala,Acute Diarrheal Disease,Reported in Same Week,135,1,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,25-07-2024,Punjab,Faridkot,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,26-07-2024,Rajasthan,Sikar,Acute Diarrheal Disease,Reported in Same Week,98,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Rajasthan,Ganganagar,Acute Diarrheal Disease,Reported in Same Week,173,0,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,22-07-2024,Rajasthan,Kota,Hepatitis A,Reported in Same Week,43,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Tamil Nadu,Coimbatore,Mumps,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,30,25-07-2024,26-07-2024,Tamil Nadu,Villupuram,Hepatitis A,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,24-07-2024,Tamil Nadu,Thanjavur,Mumps,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,23-07-2024,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,22-07-2024,Tamil Nadu,Villupuram,Mumps,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2024,30,20-07-2024,22-07-2024,Tamil Nadu,Cuddalore,Diphtheria,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,30,26-07-2024,27-07-2024,Uttar Pradesh,Lucknow,Cholera,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,30,22-07-2024,26-07-2024,Uttar Pradesh,Kannauj,Acute Diarrheal Disease,Reported in Same Week,47,2,"cases in absolute number, deaths in absolute number",
2024,30,19-07-2024,23-07-2024,Uttar Pradesh,Kushinagar,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,23-07-2024,Uttarakhand,Nainital,Chickenpox,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,30,21-07-2024,23-07-2024,Uttarakhand,Rudraprayag,Hepatitis A,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,30,23-07-2024,23-07-2024,West Bengal,Murshidabad,Food Poisoning,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2024,29,15-07-2024,18-07-2024,Andhra Pradesh,Tirupati,Food poisoning,Reported in Same Week,135,0,"cases in absolute number, deaths in absolute number",
2024,29,15-07-2024,18-07-2024,Andhra Pradesh,Tirupati,Food Poisoning,Reported in Same Week,18,2,"cases in absolute number, deaths in absolute number",
2024,29,12-07-2024,20-07-2024,Andhra Pradesh,Palnadu,Acute Diarrheal Disease,Reported in Same Week,64,0,"cases in absolute number, deaths in absolute number",
2024,29,18-07-2024,19-07-2024,Arunachal Pradesh,Leparada,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2024,29,18-07-2024,18-07-2024,Arunachal Pradesh,Lohit,Shigellosis,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2024,29,19-07-2024,21-07-2024,Assam,Chirang,Japanese Encephalitis,Reported in Same Week,3,0,"cases in absolute number, deaths in absolute number",
2024,29,19-07-2024,21-07-2024,Assam,Karbi Anglong,Japanese Encephalitis,Reported in Same Week,2,2,"cases in absolute number, deaths in absolute number",
2024,29,18-07-2024,19-07-2024,Assam,Sonitpur,Fever,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2024,29,18-07-2024,18-07-2024,Assam,Goalpara,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,29,17-07-2024,17-07-2024,Assam,Goalpara,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2024,29,20-06-2024,20-07-2024,Bihar,Patna,Cholera,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,29,20-07-2024,21-07-2024,Chhattisgarh,Durg,Cholera,Reported in Same Week,225,0,"cases in absolute number, deaths in absolute number",
2024,29,18-07-2024,18-07-2024,Chhattisgarh,Durg,Cholera,Reported in Same Week,96,0,"cases in absolute number, deaths in absolute number",
2024,29,16-07-2024,16-07-2024,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,237,2,"cases in absolute number, deaths in absolute number",
2024,29,15-07-2024,15-07-2024,Chhattisgarh,Bijapur,Malaria,Reported in Same Week,4,2,"cases in absolute number, deaths in absolute number",
2024,29,12-07-2024,15-07-2024,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported in Same Week,118,0,"cases in absolute number, deaths in absolute number",
2024,29,12-07-2024,15-07-2024,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,113,0,"cases in absolute number, deaths in absolute number",
2024,29,18-07-2024,19-07-2024,Gujarat,Narmada,Measles,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,29,16-07-2024,16-07-2024,Gujarat,Vadodara,Cholera,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,29,09-07-2024,,Gujarat,Banaskantha,Acute Encephalitic Syndrome,Reported Late,84,41,"cases in absolute number, deaths in absolute number",
